param,rt_0,rt_1,midpoint,k,n_t,t_I,N,S0,I0
23669,1.3000000000000005,4.3000000000000025,123,0.7000000000000001,365,4,100000,99900,100
72959,1.5000000000000004,4.3000000000000025,98,0.3,365,4,100000,99900,100
3487,1.3000000000000005,2.6000000000000014,141,0.7000000000000001,365,4,100000,99900,100
5633,1.3000000000000005,2.8000000000000016,104,0.8,365,4,100000,99900,100
48048,1.4000000000000004,4.000000000000003,144,0.1,365,4,100000,99900,100
5824,1.3000000000000005,2.8000000000000016,128,0.8,365,4,100000,99900,100
611,1.3000000000000005,2.300000000000001,163,0.6,365,4,100000,99900,100
3158,1.3000000000000005,2.6000000000000014,99,0.6,365,4,100000,99900,100
46792,1.4000000000000004,3.9000000000000026,148,0.2,365,4,100000,99900,100
89285,1.6000000000000003,4.500000000000004,106,0.8,365,4,100000,99900,100
23737,1.3000000000000005,4.3000000000000025,132,0.3,365,4,100000,99900,100
1344,1.3000000000000005,2.400000000000001,164,0.8,365,4,100000,99900,100
16539,1.3000000000000005,3.7000000000000015,117,0.3,365,4,100000,99900,100
36363,1.4000000000000004,3.100000000000002,117,0.5,365,4,100000,99900,100
52042,1.4000000000000004,4.3000000000000025,162,0.1,365,4,100000,99900,100
19361,1.3000000000000005,3.9000000000000026,174,0.3,365,4,100000,99900,100
75791,1.5000000000000004,4.500000000000004,115,0.6,365,4,100000,99900,100
25152,1.3000000000000005,4.400000000000003,162,0.4,365,4,100000,99900,100
99376,1.7000000000000006,5.000000000000004,96,0.2,365,4,100000,99900,100
95331,1.6000000000000003,5.000000000000004,110,0.1,365,4,100000,99900,100
37609,1.4000000000000004,3.200000000000002,123,0.8,365,4,100000,99900,100
36430,1.4000000000000004,3.100000000000002,125,0.8,365,4,100000,99900,100
96409,1.7000000000000006,4.500000000000004,70,0.3,365,4,100000,99900,100
73190,1.5000000000000004,4.3000000000000025,127,0.2,365,4,100000,99900,100
19411,1.3000000000000005,3.9000000000000026,180,0.5,365,4,100000,99900,100
99195,1.7000000000000006,5.000000000000004,70,0.7000000000000001,365,4,100000,99900,100
26258,1.3000000000000005,4.500000000000004,154,0.2,365,4,100000,99900,100
99272,1.7000000000000006,5.000000000000004,81,0.7000000000000001,365,4,100000,99900,100
9374,1.3000000000000005,3.100000000000002,118,0.7000000000000001,365,4,100000,99900,100
78235,1.5000000000000004,4.700000000000003,84,0.5,365,4,100000,99900,100
37541,1.4000000000000004,3.200000000000002,115,0.4,365,4,100000,99900,100
19308,1.3000000000000005,3.9000000000000026,167,0.6,365,4,100000,99900,100
85192,1.6000000000000003,4.100000000000003,119,0.4,365,4,100000,99900,100
7345,1.3000000000000005,2.9000000000000017,167,0.2,365,4,100000,99900,100
22901,1.3000000000000005,4.200000000000003,174,0.6,365,4,100000,99900,100
85920,1.6000000000000003,4.200000000000003,85,0.6,365,4,100000,99900,100
78737,1.5000000000000004,4.700000000000003,147,0.5,365,4,100000,99900,100
42779,1.4000000000000004,3.6000000000000023,130,0.4,365,4,100000,99900,100
4651,1.3000000000000005,2.700000000000001,134,0.4,365,4,100000,99900,100
13274,1.3000000000000005,3.400000000000002,156,0.1,365,4,100000,99900,100
20210,1.3000000000000005,4.000000000000003,132,0.4,365,4,100000,99900,100
33439,1.4000000000000004,2.8000000000000016,132,0.3,365,4,100000,99900,100
51507,1.4000000000000004,4.3000000000000025,95,0.2,365,4,100000,99900,100
43905,1.4000000000000004,3.7000000000000015,109,0.8,365,4,100000,99900,100
18914,1.3000000000000005,3.9000000000000026,118,0.3,365,4,100000,99900,100
63826,1.5000000000000004,3.500000000000002,152,0.1,365,4,100000,99900,100
1325,1.3000000000000005,2.400000000000001,162,0.5,365,4,100000,99900,100
74675,1.5000000000000004,4.400000000000003,144,0.6,365,4,100000,99900,100
11838,1.3000000000000005,3.300000000000002,126,0.4,365,4,100000,99900,100
96891,1.7000000000000006,4.700000000000003,100,0.2,365,4,100000,99900,100
35315,1.4000000000000004,3.0000000000000018,128,0.7000000000000001,365,4,100000,99900,100
35340,1.4000000000000004,3.0000000000000018,131,0.8,365,4,100000,99900,100
62486,1.5000000000000004,3.400000000000002,101,0.4,365,4,100000,99900,100
23627,1.3000000000000005,4.3000000000000025,118,0.5,365,4,100000,99900,100
96786,1.7000000000000006,4.700000000000003,79,0.4,365,4,100000,99900,100
16496,1.3000000000000005,3.7000000000000015,111,0.8,365,4,100000,99900,100
11823,1.3000000000000005,3.300000000000002,124,0.5,365,4,100000,99900,100
3352,1.3000000000000005,2.6000000000000014,124,0.8,365,4,100000,99900,100
34384,1.4000000000000004,2.9000000000000017,147,0.7000000000000001,365,4,100000,99900,100
96812,1.7000000000000006,4.700000000000003,83,0.7000000000000001,365,4,100000,99900,100
17000,1.3000000000000005,3.7000000000000015,174,0.8,365,4,100000,99900,100
58048,1.4000000000000004,4.800000000000003,115,0.5,365,4,100000,99900,100
46927,1.4000000000000004,3.9000000000000026,165,0.1,365,4,100000,99900,100
26294,1.3000000000000005,4.500000000000004,158,0.6,365,4,100000,99900,100
41503,1.4000000000000004,3.500000000000002,133,0.1,365,4,100000,99900,100
15685,1.3000000000000005,3.6000000000000023,159,0.4,365,4,100000,99900,100
77378,1.5000000000000004,4.600000000000003,145,0.8,365,4,100000,99900,100
77075,1.5000000000000004,4.600000000000003,108,0.1,365,4,100000,99900,100
44176,1.4000000000000004,3.7000000000000015,143,0.7000000000000001,365,4,100000,99900,100
20229,1.3000000000000005,4.000000000000003,134,0.7000000000000001,365,4,100000,99900,100
46630,1.4000000000000004,3.9000000000000026,127,0.8,365,4,100000,99900,100
44122,1.4000000000000004,3.7000000000000015,137,0.1,365,4,100000,99900,100
85860,1.6000000000000003,4.200000000000003,77,0.2,365,4,100000,99900,100
79569,1.5000000000000004,4.800000000000003,82,0.8,365,4,100000,99900,100
92859,1.6000000000000003,4.800000000000003,112,0.5,365,4,100000,99900,100
78228,1.5000000000000004,4.700000000000003,83,0.5,365,4,100000,99900,100
56729,1.4000000000000004,4.700000000000003,109,0.7000000000000001,365,4,100000,99900,100
98398,1.7000000000000006,4.900000000000004,94,0.7000000000000001,365,4,100000,99900,100
1337,1.3000000000000005,2.400000000000001,164,0.1,365,4,100000,99900,100
12869,1.3000000000000005,3.400000000000002,105,0.2,365,4,100000,99900,100
369,1.3000000000000005,2.300000000000001,113,0.3,365,4,100000,99900,100
71863,1.5000000000000004,4.200000000000003,126,0.3,365,4,100000,99900,100
26459,1.3000000000000005,4.500000000000004,179,0.3,365,4,100000,99900,100
88249,1.6000000000000003,4.400000000000003,115,0.5,365,4,100000,99900,100
85977,1.6000000000000003,4.200000000000003,93,0.7000000000000001,365,4,100000,99900,100
36140,1.4000000000000004,3.100000000000002,88,0.2,365,4,100000,99900,100
98421,1.7000000000000006,4.900000000000004,97,0.7000000000000001,365,4,100000,99900,100
72005,1.5000000000000004,4.200000000000003,144,0.1,365,4,100000,99900,100
16521,1.3000000000000005,3.7000000000000015,115,0.1,365,4,100000,99900,100
62009,1.5000000000000004,3.300000000000002,110,0.3,365,4,100000,99900,100
70528,1.5000000000000004,4.100000000000003,120,0.3,365,4,100000,99900,100
1957,1.3000000000000005,2.5000000000000013,98,0.4,365,4,100000,99900,100
5603,1.3000000000000005,2.8000000000000016,100,0.8,365,4,100000,99900,100
16543,1.3000000000000005,3.7000000000000015,117,0.7000000000000001,365,4,100000,99900,100
88110,1.6000000000000003,4.400000000000003,98,0.2,365,4,100000,99900,100
3581,1.3000000000000005,2.6000000000000014,153,0.5,365,4,100000,99900,100
21784,1.3000000000000005,4.100000000000003,181,0.7000000000000001,365,4,100000,99900,100
93987,1.6000000000000003,4.900000000000004,99,0.8,365,4,100000,99900,100
92789,1.6000000000000003,4.800000000000003,103,0.7000000000000001,365,4,100000,99900,100
69178,1.5000000000000004,4.000000000000003,108,0.7000000000000001,365,4,100000,99900,100
14596,1.3000000000000005,3.500000000000002,172,0.1,365,4,100000,99900,100
7258,1.3000000000000005,2.9000000000000017,156,0.3,365,4,100000,99900,100
47867,1.4000000000000004,4.000000000000003,121,0.4,365,4,100000,99900,100
16662,1.3000000000000005,3.7000000000000015,132,0.6,365,4,100000,99900,100
5869,1.3000000000000005,2.8000000000000016,134,0.5,365,4,100000,99900,100
63504,1.5000000000000004,3.500000000000002,111,0.7000000000000001,365,4,100000,99900,100
43855,1.4000000000000004,3.7000000000000015,103,0.6,365,4,100000,99900,100
15582,1.3000000000000005,3.6000000000000023,146,0.5,365,4,100000,99900,100
39041,1.4000000000000004,3.300000000000002,147,0.4,365,4,100000,99900,100
42516,1.4000000000000004,3.6000000000000023,97,0.5,365,4,100000,99900,100
26421,1.3000000000000005,4.500000000000004,174,0.5,365,4,100000,99900,100
20436,1.3000000000000005,4.000000000000003,160,0.6,365,4,100000,99900,100
90524,1.6000000000000003,4.600000000000003,118,0.7000000000000001,365,4,100000,99900,100
71995,1.5000000000000004,4.200000000000003,142,0.7000000000000001,365,4,100000,99900,100
35413,1.4000000000000004,3.0000000000000018,141,0.1,365,4,100000,99900,100
53213,1.4000000000000004,4.400000000000003,148,0.4,365,4,100000,99900,100
49222,1.4000000000000004,4.100000000000003,130,0.3,365,4,100000,99900,100
33082,1.4000000000000004,2.700000000000001,99,0.5,365,4,100000,99900,100
91614,1.6000000000000003,4.700000000000003,108,0.1,365,4,100000,99900,100
33479,1.4000000000000004,2.8000000000000016,137,0.6,365,4,100000,99900,100
70321,1.5000000000000004,4.100000000000003,94,0.4,365,4,100000,99900,100
2471,1.3000000000000005,2.5000000000000013,164,0.4,365,4,100000,99900,100
70541,1.5000000000000004,4.100000000000003,121,0.8,365,4,100000,99900,100
22488,1.3000000000000005,4.200000000000003,122,0.8,365,4,100000,99900,100
99240,1.7000000000000006,5.000000000000004,77,0.3,365,4,100000,99900,100
33924,1.4000000000000004,2.9000000000000017,86,0.6,365,4,100000,99900,100
63842,1.5000000000000004,3.500000000000002,154,0.1,365,4,100000,99900,100
83725,1.6000000000000003,3.9000000000000026,73,0.3,365,4,100000,99900,100
16626,1.3000000000000005,3.7000000000000015,128,0.2,365,4,100000,99900,100
33164,1.4000000000000004,2.8000000000000016,89,0.4,365,4,100000,99900,100
79994,1.5000000000000004,4.800000000000003,136,0.5,365,4,100000,99900,100
51904,1.4000000000000004,4.3000000000000025,144,0.7000000000000001,365,4,100000,99900,100
11658,1.3000000000000005,3.300000000000002,103,0.7000000000000001,365,4,100000,99900,100
14564,1.3000000000000005,3.500000000000002,168,0.1,365,4,100000,99900,100
29914,1.3000000000000005,4.800000000000003,173,0.6,365,4,100000,99900,100
64449,1.5000000000000004,3.6000000000000023,98,0.5,365,4,100000,99900,100
46346,1.4000000000000004,3.9000000000000026,92,0.4,365,4,100000,99900,100
88206,1.6000000000000003,4.400000000000003,110,0.2,365,4,100000,99900,100
14559,1.3000000000000005,3.500000000000002,167,0.4,365,4,100000,99900,100
56719,1.4000000000000004,4.700000000000003,108,0.5,365,4,100000,99900,100
81384,1.5000000000000004,4.900000000000004,142,0.2,365,4,100000,99900,100
87951,1.6000000000000003,4.400000000000003,76,0.2,365,4,100000,99900,100
87217,1.6000000000000003,4.3000000000000025,120,0.3,365,4,100000,99900,100
72919,1.5000000000000004,4.3000000000000025,93,0.3,365,4,100000,99900,100
36501,1.4000000000000004,3.100000000000002,134,0.7000000000000001,365,4,100000,99900,100
70248,1.5000000000000004,4.100000000000003,84,0.6,365,4,100000,99900,100
4779,1.3000000000000005,2.700000000000001,150,0.4,365,4,100000,99900,100
60931,1.4000000000000004,5.000000000000004,158,0.7000000000000001,365,4,100000,99900,100
84165,1.6000000000000003,4.000000000000003,84,0.3,365,4,100000,99900,100
58183,1.4000000000000004,4.800000000000003,132,0.4,365,4,100000,99900,100
1377,1.3000000000000005,2.400000000000001,169,0.1,365,4,100000,99900,100
62714,1.5000000000000004,3.400000000000002,133,0.1,365,4,100000,99900,100
62338,1.5000000000000004,3.400000000000002,80,0.3,365,4,100000,99900,100
14288,1.3000000000000005,3.500000000000002,133,0.5,365,4,100000,99900,100
63319,1.5000000000000004,3.500000000000002,86,0.3,365,4,100000,99900,100
55467,1.4000000000000004,4.600000000000003,111,0.3,365,4,100000,99900,100
20456,1.3000000000000005,4.000000000000003,163,0.2,365,4,100000,99900,100
62389,1.5000000000000004,3.400000000000002,87,0.5,365,4,100000,99900,100
73189,1.5000000000000004,4.3000000000000025,127,0.1,365,4,100000,99900,100
65548,1.5000000000000004,3.7000000000000015,99,0.4,365,4,100000,99900,100
53154,1.4000000000000004,4.400000000000003,141,0.1,365,4,100000,99900,100
33003,1.4000000000000004,2.700000000000001,87,0.8,365,4,100000,99900,100
30839,1.3000000000000005,4.900000000000004,143,0.5,365,4,100000,99900,100
95262,1.6000000000000003,5.000000000000004,101,0.4,365,4,100000,99900,100
14693,1.3000000000000005,3.500000000000002,184,0.2,365,4,100000,99900,100
92701,1.6000000000000003,4.800000000000003,92,0.7000000000000001,365,4,100000,99900,100
11060,1.3000000000000005,3.200000000000002,179,0.4,365,4,100000,99900,100
29519,1.3000000000000005,4.800000000000003,124,0.2,365,4,100000,99900,100
84378,1.6000000000000003,4.000000000000003,119,0.3,365,4,100000,99900,100
40081,1.4000000000000004,3.400000000000002,117,0.4,365,4,100000,99900,100
73279,1.5000000000000004,4.3000000000000025,138,0.3,365,4,100000,99900,100
79983,1.5000000000000004,4.800000000000003,135,0.2,365,4,100000,99900,100
29420,1.3000000000000005,4.800000000000003,111,0.6,365,4,100000,99900,100
4491,1.3000000000000005,2.700000000000001,114,0.3,365,4,100000,99900,100
62143,1.5000000000000004,3.300000000000002,147,0.3,365,4,100000,99900,100
74340,1.5000000000000004,4.400000000000003,102,0.7000000000000001,365,4,100000,99900,100
58158,1.4000000000000004,4.800000000000003,129,0.3,365,4,100000,99900,100
16666,1.3000000000000005,3.7000000000000015,133,0.2,365,4,100000,99900,100
96560,1.7000000000000006,4.600000000000003,97,0.8,365,4,100000,99900,100
31737,1.3000000000000005,5.000000000000004,109,0.8,365,4,100000,99900,100
24933,1.3000000000000005,4.400000000000003,135,0.1,365,4,100000,99900,100
55864,1.4000000000000004,4.600000000000003,160,0.8,365,4,100000,99900,100
45137,1.4000000000000004,3.8000000000000025,102,0.5,365,4,100000,99900,100
55516,1.4000000000000004,4.600000000000003,117,0.4,365,4,100000,99900,100
50323,1.4000000000000004,4.200000000000003,107,0.4,365,4,100000,99900,100
33495,1.4000000000000004,2.8000000000000016,140,0.3,365,4,100000,99900,100
52963,1.4000000000000004,4.400000000000003,117,0.2,365,4,100000,99900,100
62044,1.5000000000000004,3.300000000000002,120,0.6,365,4,100000,99900,100
82526,1.5000000000000004,5.000000000000004,117,0.4,365,4,100000,99900,100
83649,1.6000000000000003,3.8000000000000025,72,0.3,365,4,100000,99900,100
47856,1.4000000000000004,4.000000000000003,120,0.1,365,4,100000,99900,100
10985,1.3000000000000005,3.200000000000002,170,0.1,365,4,100000,99900,100
24030,1.3000000000000005,4.3000000000000025,168,0.8,365,4,100000,99900,100
6986,1.3000000000000005,2.9000000000000017,122,0.3,365,4,100000,99900,100
33188,1.4000000000000004,2.8000000000000016,92,0.7000000000000001,365,4,100000,99900,100
38804,1.4000000000000004,3.300000000000002,117,0.7000000000000001,365,4,100000,99900,100
75901,1.5000000000000004,4.500000000000004,129,0.4,365,4,100000,99900,100
61733,1.5000000000000004,3.100000000000002,87,0.4,365,4,100000,99900,100
22959,1.3000000000000005,4.200000000000003,181,0.8,365,4,100000,99900,100
3550,1.3000000000000005,2.6000000000000014,149,0.6,365,4,100000,99900,100
38656,1.4000000000000004,3.300000000000002,99,0.3,365,4,100000,99900,100
63688,1.5000000000000004,3.500000000000002,134,0.7000000000000001,365,4,100000,99900,100
3809,1.3000000000000005,2.6000000000000014,182,0.1,365,4,100000,99900,100
35480,1.4000000000000004,3.0000000000000018,149,0.4,365,4,100000,99900,100
50764,1.4000000000000004,4.200000000000003,162,0.5,365,4,100000,99900,100
20552,1.3000000000000005,4.000000000000003,175,0.2,365,4,100000,99900,100
55742,1.4000000000000004,4.600000000000003,145,0.6,365,4,100000,99900,100
48304,1.4000000000000004,4.000000000000003,176,0.1,365,4,100000,99900,100
10547,1.3000000000000005,3.200000000000002,115,0.2,365,4,100000,99900,100
10778,1.3000000000000005,3.200000000000002,144,0.2,365,4,100000,99900,100
15343,1.3000000000000005,3.6000000000000023,116,0.5,365,4,100000,99900,100
17896,1.3000000000000005,3.8000000000000025,139,0.1,365,4,100000,99900,100
86102,1.6000000000000003,4.200000000000003,109,0.8,365,4,100000,99900,100
58403,1.4000000000000004,4.800000000000003,159,0.8,365,4,100000,99900,100
91755,1.6000000000000003,4.700000000000003,125,0.6,365,4,100000,99900,100
82643,1.5000000000000004,5.000000000000004,132,0.1,365,4,100000,99900,100
478,1.3000000000000005,2.300000000000001,132,0.2,365,4,100000,99900,100
31969,1.3000000000000005,5.000000000000004,139,0.3,365,4,100000,99900,100
46667,1.4000000000000004,3.9000000000000026,132,0.5,365,4,100000,99900,100
1221,1.3000000000000005,2.400000000000001,149,0.5,365,4,100000,99900,100
97532,1.7000000000000006,4.800000000000003,98,0.5,365,4,100000,99900,100
38746,1.4000000000000004,3.300000000000002,110,0.5,365,4,100000,99900,100
45396,1.4000000000000004,3.8000000000000025,134,0.8,365,4,100000,99900,100
22680,1.3000000000000005,4.200000000000003,147,0.1,365,4,100000,99900,100
56985,1.4000000000000004,4.700000000000003,141,0.7000000000000001,365,4,100000,99900,100
28545,1.3000000000000005,4.700000000000003,148,0.3,365,4,100000,99900,100
76018,1.5000000000000004,4.500000000000004,144,0.1,365,4,100000,99900,100
17625,1.3000000000000005,3.8000000000000025,104,0.5,365,4,100000,99900,100
33938,1.4000000000000004,2.9000000000000017,88,0.6,365,4,100000,99900,100
95343,1.6000000000000003,5.000000000000004,111,0.5,365,4,100000,99900,100
27604,1.3000000000000005,4.600000000000003,176,0.3,365,4,100000,99900,100
27454,1.3000000000000005,4.600000000000003,157,0.5,365,4,100000,99900,100
79560,1.5000000000000004,4.800000000000003,81,0.6,365,4,100000,99900,100
29944,1.3000000000000005,4.800000000000003,177,0.4,365,4,100000,99900,100
56941,1.4000000000000004,4.700000000000003,136,0.3,365,4,100000,99900,100
23694,1.3000000000000005,4.3000000000000025,126,0.8,365,4,100000,99900,100
44299,1.4000000000000004,3.7000000000000015,159,0.2,365,4,100000,99900,100
57078,1.4000000000000004,4.700000000000003,153,0.4,365,4,100000,99900,100
68994,1.5000000000000004,4.000000000000003,85,0.2,365,4,100000,99900,100
40326,1.4000000000000004,3.400000000000002,148,0.1,365,4,100000,99900,100
60446,1.4000000000000004,5.000000000000004,98,0.2,365,4,100000,99900,100
29989,1.3000000000000005,4.800000000000003,183,0.1,365,4,100000,99900,100
45422,1.4000000000000004,3.8000000000000025,138,0.2,365,4,100000,99900,100
4399,1.3000000000000005,2.700000000000001,102,0.6,365,4,100000,99900,100
78315,1.5000000000000004,4.700000000000003,94,0.7000000000000001,365,4,100000,99900,100
20047,1.3000000000000005,4.000000000000003,112,0.1,365,4,100000,99900,100
61775,1.5000000000000004,3.200000000000002,84,0.3,365,4,100000,99900,100
33945,1.4000000000000004,2.9000000000000017,89,0.6,365,4,100000,99900,100
19187,1.3000000000000005,3.9000000000000026,152,0.5,365,4,100000,99900,100
20130,1.3000000000000005,4.000000000000003,122,0.4,365,4,100000,99900,100
7335,1.3000000000000005,2.9000000000000017,165,0.8,365,4,100000,99900,100
28749,1.3000000000000005,4.700000000000003,173,0.7000000000000001,365,4,100000,99900,100
28820,1.3000000000000005,4.700000000000003,182,0.6,365,4,100000,99900,100
97558,1.7000000000000006,4.800000000000003,102,0.4,365,4,100000,99900,100
63,1.3000000000000005,2.100000000000001,99,0.6,365,4,100000,99900,100
35017,1.4000000000000004,3.0000000000000018,89,0.6,365,4,100000,99900,100
74217,1.5000000000000004,4.400000000000003,87,0.4,365,4,100000,99900,100
36233,1.4000000000000004,3.100000000000002,101,0.3,365,4,100000,99900,100
13362,1.3000000000000005,3.400000000000002,167,0.1,365,4,100000,99900,100
48043,1.4000000000000004,4.000000000000003,143,0.4,365,4,100000,99900,100
89319,1.6000000000000003,4.500000000000004,111,0.2,365,4,100000,99900,100
4422,1.3000000000000005,2.700000000000001,105,0.5,365,4,100000,99900,100
82481,1.5000000000000004,5.000000000000004,111,0.7000000000000001,365,4,100000,99900,100
34077,1.4000000000000004,2.9000000000000017,108,0.5,365,4,100000,99900,100
70445,1.5000000000000004,4.100000000000003,109,0.8,365,4,100000,99900,100
56787,1.4000000000000004,4.700000000000003,117,0.1,365,4,100000,99900,100
16955,1.3000000000000005,3.7000000000000015,169,0.3,365,4,100000,99900,100
65563,1.5000000000000004,3.7000000000000015,101,0.3,365,4,100000,99900,100
83721,1.6000000000000003,3.9000000000000026,72,0.5,365,4,100000,99900,100
31720,1.3000000000000005,5.000000000000004,107,0.5,365,4,100000,99900,100
25079,1.3000000000000005,4.400000000000003,153,0.3,365,4,100000,99900,100
83874,1.6000000000000003,3.9000000000000026,107,0.5,365,4,100000,99900,100
64668,1.5000000000000004,3.6000000000000023,126,0.3,365,4,100000,99900,100
4922,1.3000000000000005,2.700000000000001,168,0.3,365,4,100000,99900,100
34154,1.4000000000000004,2.9000000000000017,118,0.7000000000000001,365,4,100000,99900,100
44213,1.4000000000000004,3.7000000000000015,148,0.4,365,4,100000,99900,100
91392,1.6000000000000003,4.700000000000003,79,0.2,365,4,100000,99900,100
24917,1.3000000000000005,4.400000000000003,133,0.1,365,4,100000,99900,100
4421,1.3000000000000005,2.700000000000001,105,0.4,365,4,100000,99900,100
89137,1.6000000000000003,4.500000000000004,88,0.2,365,4,100000,99900,100
84223,1.6000000000000003,4.000000000000003,92,0.8,365,4,100000,99900,100
3278,1.3000000000000005,2.6000000000000014,115,0.5,365,4,100000,99900,100
13171,1.3000000000000005,3.400000000000002,143,0.2,365,4,100000,99900,100
54570,1.4000000000000004,4.500000000000004,158,0.5,365,4,100000,99900,100
84236,1.6000000000000003,4.000000000000003,95,0.3,365,4,100000,99900,100
26004,1.3000000000000005,4.500000000000004,122,0.3,365,4,100000,99900,100
10731,1.3000000000000005,3.200000000000002,138,0.3,365,4,100000,99900,100
16443,1.3000000000000005,3.7000000000000015,104,0.8,365,4,100000,99900,100
56849,1.4000000000000004,4.700000000000003,124,0.7000000000000001,365,4,100000,99900,100
11762,1.3000000000000005,3.300000000000002,116,0.8,365,4,100000,99900,100
13271,1.3000000000000005,3.400000000000002,155,0.6,365,4,100000,99900,100
96751,1.7000000000000006,4.700000000000003,73,0.8,365,4,100000,99900,100
9684,1.3000000000000005,3.100000000000002,157,0.5,365,4,100000,99900,100
37452,1.4000000000000004,3.200000000000002,104,0.3,365,4,100000,99900,100
21662,1.3000000000000005,4.100000000000003,166,0.5,365,4,100000,99900,100
5933,1.3000000000000005,2.8000000000000016,142,0.5,365,4,100000,99900,100
26278,1.3000000000000005,4.500000000000004,156,0.6,365,4,100000,99900,100
11995,1.3000000000000005,3.300000000000002,146,0.1,365,4,100000,99900,100
60889,1.4000000000000004,5.000000000000004,153,0.5,365,4,100000,99900,100
43970,1.4000000000000004,3.7000000000000015,118,0.1,365,4,100000,99900,100
58002,1.4000000000000004,4.800000000000003,109,0.7000000000000001,365,4,100000,99900,100
34187,1.4000000000000004,2.9000000000000017,123,0.1,365,4,100000,99900,100
66933,1.5000000000000004,3.8000000000000025,129,0.5,365,4,100000,99900,100
78441,1.5000000000000004,4.700000000000003,110,0.5,365,4,100000,99900,100
7334,1.3000000000000005,2.9000000000000017,165,0.7000000000000001,365,4,100000,99900,100
70339,1.5000000000000004,4.100000000000003,96,0.6,365,4,100000,99900,100
73062,1.5000000000000004,4.3000000000000025,111,0.2,365,4,100000,99900,100
44241,1.4000000000000004,3.7000000000000015,151,0.8,365,4,100000,99900,100
84105,1.6000000000000003,4.000000000000003,75,0.4,365,4,100000,99900,100
96548,1.7000000000000006,4.600000000000003,90,0.7000000000000001,365,4,100000,99900,100
97419,1.7000000000000006,4.800000000000003,81,0.7000000000000001,365,4,100000,99900,100
66986,1.5000000000000004,3.8000000000000025,136,0.2,365,4,100000,99900,100
47642,1.4000000000000004,4.000000000000003,93,0.3,365,4,100000,99900,100
27148,1.3000000000000005,4.600000000000003,119,0.3,365,4,100000,99900,100
62799,1.5000000000000004,3.400000000000002,144,0.2,365,4,100000,99900,100
1320,1.3000000000000005,2.400000000000001,161,0.8,365,4,100000,99900,100
16525,1.3000000000000005,3.7000000000000015,115,0.5,365,4,100000,99900,100
27539,1.3000000000000005,4.600000000000003,168,0.2,365,4,100000,99900,100
82357,1.5000000000000004,5.000000000000004,96,0.3,365,4,100000,99900,100
79825,1.5000000000000004,4.800000000000003,115,0.4,365,4,100000,99900,100
81296,1.5000000000000004,4.900000000000004,131,0.2,365,4,100000,99900,100
18214,1.3000000000000005,3.8000000000000025,178,0.7000000000000001,365,4,100000,99900,100
27041,1.3000000000000005,4.600000000000003,105,0.3,365,4,100000,99900,100
50399,1.4000000000000004,4.200000000000003,116,0.8,365,4,100000,99900,100
92979,1.6000000000000003,4.800000000000003,127,0.5,365,4,100000,99900,100
27656,1.3000000000000005,4.600000000000003,182,0.7000000000000001,365,4,100000,99900,100
73081,1.5000000000000004,4.3000000000000025,113,0.5,365,4,100000,99900,100
66565,1.5000000000000004,3.8000000000000025,81,0.7000000000000001,365,4,100000,99900,100
6934,1.3000000000000005,2.9000000000000017,115,0.6,365,4,100000,99900,100
64500,1.5000000000000004,3.6000000000000023,105,0.3,365,4,100000,99900,100
68210,1.5000000000000004,3.9000000000000026,140,0.6,365,4,100000,99900,100
98335,1.7000000000000006,4.900000000000004,85,0.7000000000000001,365,4,100000,99900,100
62634,1.5000000000000004,3.400000000000002,121,0.4,365,4,100000,99900,100
49034,1.4000000000000004,4.100000000000003,106,0.7000000000000001,365,4,100000,99900,100
57052,1.4000000000000004,4.700000000000003,150,0.2,365,4,100000,99900,100
89234,1.6000000000000003,4.500000000000004,100,0.5,365,4,100000,99900,100
40283,1.4000000000000004,3.400000000000002,142,0.6,365,4,100000,99900,100
70501,1.5000000000000004,4.100000000000003,116,0.8,365,4,100000,99900,100
92630,1.6000000000000003,4.800000000000003,83,0.4,365,4,100000,99900,100
77169,1.5000000000000004,4.600000000000003,119,0.7000000000000001,365,4,100000,99900,100
30038,1.3000000000000005,4.800000000000003,189,0.2,365,4,100000,99900,100
18066,1.3000000000000005,3.8000000000000025,160,0.3,365,4,100000,99900,100
66618,1.5000000000000004,3.8000000000000025,89,0.4,365,4,100000,99900,100
11193,1.3000000000000005,3.200000000000002,196,0.1,365,4,100000,99900,100
21165,1.3000000000000005,4.100000000000003,103,0.5,365,4,100000,99900,100
49323,1.4000000000000004,4.100000000000003,142,0.8,365,4,100000,99900,100
65627,1.5000000000000004,3.7000000000000015,109,0.3,365,4,100000,99900,100
70433,1.5000000000000004,4.100000000000003,108,0.4,365,4,100000,99900,100
98280,1.7000000000000006,4.900000000000004,77,0.8,365,4,100000,99900,100
19416,1.3000000000000005,3.9000000000000026,181,0.2,365,4,100000,99900,100
22630,1.3000000000000005,4.200000000000003,140,0.7000000000000001,365,4,100000,99900,100
197,1.3000000000000005,2.200000000000001,107,0.8,365,4,100000,99900,100
84923,1.6000000000000003,4.100000000000003,83,0.2,365,4,100000,99900,100
71742,1.5000000000000004,4.200000000000003,111,0.2,365,4,100000,99900,100
51654,1.4000000000000004,4.3000000000000025,113,0.5,365,4,100000,99900,100
16766,1.3000000000000005,3.7000000000000015,145,0.6,365,4,100000,99900,100
23516,1.3000000000000005,4.3000000000000025,103,0.8,365,4,100000,99900,100
55428,1.4000000000000004,4.600000000000003,106,0.4,365,4,100000,99900,100
