param
46482
55685
69090
85010
73071
49361
73347
8608
16738
7217
88316
9589
13462
86220
24054
11063
32062
89418
627
78582
62535
86026
79798
46789
12136
47819
55445
30540
71900
76979
22867
42457
48201
14653
26094
84982
25154
51863
78502
22543
36222
55673
23982
62673
48069
22413
79843
40141
32902
49193
32975
1164
12197
4400
92796
57003
51573
74374
86943
19003
42
35442
24133
50231
51893
99315
37425
20132
97521
46407
30596
65700
94131
65472
59655
64470
17749
22849
36252
74173
11770
1096
20214
57900
17884
45272
37910
43005
76938
81382
38577
6046
34291
46519
73292
42752
463
7139
15331
21625
92562
49035
26088
91699
59563
32935
67997
5112
77413
74465
21161
82576
86110
8520
88322
21282
52763
8021
34183
220
90249
95085
15764
31188
83816
29691
19972
34382
19421
96727
67833
25999
73139
66858
20222
62529
53245
85004
99290
73006
14065
59570
42866
19133
49251
35073
56605
77146
8419
60717
59456
21228
75723
42441
17068
68200
59463
1214
47990
2223
23720
78260
70452
58372
46460
15453
84174
72867
84915
20311
15281
50238
36495
64588
49446
17861
40310
71825
4605
52872
32143
69036
26181
27521
13087
26132
33001
96403
35391
33412
62665
99467
50450
67
41887
45593
84324
16967
41665
70378
76988
5814
84212
9527
85911
538
15285
6044
1000
67823
30858
46706
66629
54585
5974
40364
9553
83618
17788
59265
46796
41365
79828
89216
62068
35287
63365
26043
46322
50382
4360
42965
73405
30793
82414
17943
21555
69194
12236
45229
40225
22815
51586
91403
25350
86150
1949
68126
42715
61939
69208
61984
60784
36215
93982
12268
8629
33954
7199
39929
21713
32260
62599
62475
43790
14628
96388
73119
41719
29587
8220
14438
92712
178
13142
60867
53071
34351
65686
44059
32152
8552
88192
7002
78273
16665
45669
81387
28450
65887
40332
90184
16546
41463
37368
43792
83884
65795
22562
44060
12395
56716
2196
83707
58355
36270
32240
34161
96924
53120
64524
89039
11710
83902
37570
74467
62120
4391
59699
90508
59256
72934
15737
95069
95189
78245
21401
16494
61818
55768
46426
70262
63553
51953
25014
22484
27067
90400
55575
29819
54283
21683
62566
52777
51575
7188
15954
89337
79826
32068
25883
91434
68233
6162
61784
16882
28532
8417
82251
66961
36272
51980
74352
19144
12022
95354
43749
4881
63328
75797
68171
8460
8340
71587
33255
83692
4872
69384
71846
9502
51552
13392
82539
12282
41332
89275
18191
45432
52839
92624
50293
17966
74605
14281
33377
49401
43918
86217
87968
61941
24899
5956
39870
90276
9614
88028
14501
60749
42632
85053
70373
45637
88147
78372
65899
96865
67849
17883
35352
64677
53251
1439
54276
62131
75607
39939
51898
53304
18944
2372
62815
78775
50207
73383
63269
66733
85086
54363
74627
4381
74210
77045
16647
60533
74493
75932
42442
6952
23629
57988
27162
40172
23540
44118
58167
39022
31949
27551
84153
35161
32005
86173
18036
27647
61972
3175
60708
70429
50651
4815
7238
78304
56727
15341
92763
37498
12169
30633
99373
58137
39875
9345
99340
3156
3647
55614
34159
43814
91477
26034
50655
84882
20378
51948
49074
70620
46492
97545
37847
13289
74392
6941
14467
74694
14677
4949
79974
74508
70346
63780
37730
26440
41191
74601
46535
27307
77154
43755
45174
21455
35482
75976
49163
99318
7145
27172
22347
66716
92870
4448
3271
58476
7121
91516
56777
73233
14346
66779
10441
65776
84171
2453
85934
68227
16825
42481
17720
31939
87950
69374
82760
27378
54537
57020
22810
3496
53106
3191
8517
991
25264
21345
85995
55651
1108
89097
34210
65801
73109
8255
422
24679
41593
95408
13298
91532
4808
37758
7291
59588
17030
31126
24754
56799
94099
99334
20743
97494
19030
78617
93939
39028
12838
7196
14123
6186
78306
30557
8112
32172
98315
89103
10754
2211
23048
22602
1047
59142
73289
22354
20390
27048
36213
50445
22744
55375
4671
26201
57148
58588
65912
3437
62398
16833
32200
74383
21226
52974
68077
42887
69472
37731
36246
62844
59168
47646
29840
45175
49113
83690
25453
82483
84966
99189
85152
64463
93958
47698
27394
44201
65423
3286
28452
67892
90195
28726
94144
36582
63679
22661
49479
1466
10523
7213
49024
80955
63655
20098
82260
27552
24913
59232
31728
51605
90386
56779
8243
41312
80086
49636
30959
28644
97351
48152
8198
75888
15361
28605
7015
30975
75938
54494
18042
54089
9600
23791
30747
47943
46885
888
34039
94030
97653
68166
6089
8553
28309
20205
14474
33055
32938
37456
14255
65803
50734
42467
27229
78450
35400
34207
92923
17934
95076
79770
43820
60794
55407
6066
4688
48208
28604
52877
68026
46544
20612
8307
96474
71911
2209
33481
54285
40134
4670
19330
22764
42602
21705
42920
6085
47675
35454
20364
89280
79768
23736
31955
34145
61729
60940
58088
92753
46345
99180
41571
50189
29930
81196
3775
3469
71822
26399
10934
14140
22839
40360
67803
8168
12250
97392
85153
21349
97598
89317
25174
57879
331
62501
45124
60712
86990
59690
56862
48937
11928
10986
84203
63611
44243
96806
75642
21656
12874
58175
14477
53267
24908
66953
73048
33236
15272
93852
4504
28684
82306
2137
52933
37633
15263
90594
33959
12947
31009
78237
50181
10776
19191
51900
35407
92868
95391
34437
9379
84974
28788
24952
81067
71764
15271
23750
74735
71922
71947
37603
63287
16717
37902
63430
82679
43032
50816
9301
11068
35111
59179
61661
55371
92788
21769
74519
980
18861
78380
87082
94169
57937
25876
64415
40130
81287
467
46790
8360
54267
42848
90390
86154
64736
55897
86100
9757
17915
42726
10664
10627
25063
90503
13013
82329
50553
63580
14211
53206
26103
258
14170
74181
4398
86111
59557
17919
28238
9330
60609
14063
27398
53152
15526
2561
81399
95169
65480
2144
56981
58336
53298
76944
16423
2090
7480
85224
38691
86120
53122
9317
33201
25991
40368
21267
76029
1939
64339
59629
64683
87025
12044
73332
65828
75708
42506
40009
63327
61981
85193
91449
10468
59170
54449
90446
85032
21525
91379
94166
24851
62630
51848
30141
3800
75679
37600
59525
89245
58273
14534
89177
25129
60957
12009
87169
33073
60464
85225
54566
6999
78381
68202
68129
55710
61838
89033
56690
12961
3578
60739
87941
87081
85836
33986
71541
33085
44223
77363
84110
30576
4649
84239
83775
995
128
3208
82272
84225
26272
8067
16924
82651
13458
21548
70388
35289
1119
2094
91722
18792
30622
75685
35286
72926
85026
16631
9744
65545
37867
65447
16839
6888
84859
62368
86883
10805
15498
73171
71881
97618
39901
79583
78650
461
62510
58082
58357
63382
82550
31166
2507
23915
74376
18083
92991
88065
97346
14108
88263
98339
11668
55563
2447
33139
94044
64343
62465
84252
21574
12175
17862
56655
64808
58081
41231
58128
17755
76913
54200
32048
10919
21632
82764
82613
52808
64750
91595
64505
62451
37623
94165
95202
92640
77387
58268
1376
78485
77170
66567
60432
69126
43989
49176
41295
63767
42957
21280
33990
60646
42707
1310
10767
48051
45078
28649
14149
36524
225
32987
42776
36143
29641
53059
95067
90444
1983
8359
84395
59882
50271
62752
96554
20279
42660
1455
31820
98270
22499
84229
59336
8614
502
85088
94136
71763
15440
50482
14440
31989
35151
5020
90221
44065
20528
69401
48928
24704
40307
58188
38725
2013
63522
34235
13285
1990
27464
9423
42954
50244
41415
8471
69261
4830
4871
94180
37672
77263
5012
82634
9620
42571
46485
6095
29402
11832
6010
8315
27583
41145
54045
1268
51837
40275
50209
2065
81335
77159
13189
33155
87173
70546
23916
14491
32160
72828
8373
41668
88305
26057
563
10814
64545
29839
46456
9448
77163
45263
39954
14389
63336
2676
53008
83819
99350
30544
21230
90598
77467
575
71554
24924
16911
53194
6065
29468
58335
15778
95301
94068
77131
28429
21685
96929
3257
80018
87196
14119
29745
46703
10496
63645
16914
59308
49252
51856
78477
31331
57119
45036
19337
82477
75794
22850
12347
28202
868
18840
78484
77285
78725
25144
16500
45141
21827
58307
20129
33381
34311
81128
13076
30937
78223
87969
60684
96841
915
28469
29616
86875
95161
20139
5690
3670
61663
30869
81246
92768
46530
20232
35395
35218
87101
63741
32986
43802
38676
15304
55429
55653
22644
70370
51491
40021
58180
34075
2124
30563
20560
44339
33022
41612
29552
38769
40173
36627
82383
82494
97609
97638
36540
6921
22702
78330
920
3586
88238
54464
9715
27621
10504
34303
18220
82320
87158
233
75648
92840
62758
71962
92672
26169
68206
73131
37875
5694
24072
11694
16643
30934
35134
82511
6901
43797
92723
27637
82521
54321
84302
77022
83728
47722
73329
99222
26237
75827
50195
90430
10898
277
6075
50437
97555
53323
76986
69287
56957
45613
8133
52773
15774
16583
38569
50574
36340
26402
31103
75590
88024
67877
84158
84936
25227
32067
99199
70451
54115
97608
37679
86105
46725
29584
15
12270
33375
69288
41205
32503
51694
49147
14623
9634
50745
5796
45360
4741
35555
45515
48005
43882
51482
37766
50727
14455
16853
51935
12026
50576
59274
91724
17935
89191
82259
59260
18336
3579
13219
4722
99411
69123
29858
11909
29434
60581
574
18071
78593
25183
8498
70338
65767
10777
52830
46787
21754
48898
64753
46541
30631
5786
21709
98326
66884
84360
9469
77017
32861
86157
53088
57939
97541
60804
29996
85167
99346
66989
95422
77069
15603
36543
29694
29433
22675
85087
25297
24006
35212
54196
28583
55868
74545
34357
55727
19204
61967
52900
21178
5280
65772
58364
50417
97556
15423
3397
90315
14544
54248
67811
53221
78585
49345
45084
32110
54344
26251
90522
10739
52757
97560
82696
25258
4587
88215
16938
23945
8639
20500
40024
9623
4542
54588
97513
95297
22820
39940
81165
19111
3190
47748
33489
71965
80118
822
2396
37402
2318
26431
32189
25989
29928
26244
30861
47742
64724
23997
24896
59134
18853
38668
84303
59818
58163
24077
90182
23897
53002
41417
10483
88195
67820
91674
22765
3167
11904
42894
8280
22411
65524
41717
4793
24979
59283
74541
57987
22960
11774
8523
22883
12969
26492
73150
3216
95089
49106
28321
22392
14407
9310
99432
88082
95124
2344
7449
94101
78271
28756
40418
92863
45256
28666
78614
15597
49177
40143
16617
69345
18132
81007
5128
84307
33012
14635
29408
17910
23788
82452
94034
12052
25880
5912
66817
9653
79699
8138
21387
3225
84899
31899
36369
4789
26021
62514
53321
59672
64622
25088
20608
37507
25931
54141
58177
6945
90274
93824
54467
98479
54139
6997
41318
31061
29853
27080
62431
14100
15326
68959
4727
63546
9713
78459
68244
42909
60680
62649
1403
76031
88130
25919
7029
24784
83737
3477
47872
68293
33194
1456
98504
31765
7092
11747
14144
1198
1961
31008
77214
9556
65539
69234
58132
28468
36249
88172
90192
88293
19155
18823
6097
9928
84897
10995
15681
7091
3194
21438
89263
98507
13250
53023
148
35203
8196
19272
14412
47920
45376
97568
4801
30669
89188
3702
15480
42510
93954
17074
19367
58233
46629
25060
52067
93834
70443
1442
11700
16630
8137
64362
85930
49308
358
80951
21250
63537
96789
3226
55451
68030
86215
71774
38591
59185
49365
3390
74704
85840
9498
87141
27548
56687
81164
38862
3695
22406
73123
86045
2158
31712
15253
47921
95257
17822
88069
35322
10994
79755
36298
41379
86934
71790
74581
78373
60610
33416
91426
16561
3515
28840
73360
43947
24988
30575
48081
15851
91363
91785
66698
56718
70646
21631
34254
74345
36453
7203
42490
11739
3639
16771
70467
20297
40278
75697
62807
28628
69157
61915
8093
40245
48119
3406
50571
83869
89322
55560
63804
88007
50243
45183
95155
29770
